Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Return Rate,Month/Year,Discount Bucket 
3/1/2021,Collagen Peptides,Protein,153.00,$35.15,"$5,377.95",2.00%,2.00,USA,Amazon,1.31%,Mar 2021,0–5%
3/1/2021,Magnesium,Mineral,144.00,$31.73,"$4,569.12",5.00%,0.00,Canada,Walmart,0.00%,Mar 2021,0–5%
3/1/2021,Ashwagandha,Herbal,160.00,$48.36,"$7,737.60",5.00%,1.00,UK,Walmart,0.63%,Mar 2021,0–5%
3/1/2021,Melatonin,Sleep Aid,149.00,$56.59,"$8,431.91",5.00%,1.00,UK,Amazon,0.67%,Mar 2021,0–5%
3/1/2021,Biotin,Vitamin,135.00,$33.03,"$4,459.05",23.00%,3.00,Canada,Amazon,2.22%,Mar 2021,20–25%
3/1/2021,Green Tea Extract,Fat Burner,146.00,$54.81,"$8,002.26",20.00%,0.00,USA,Walmart,0.00%,Mar 2021,15–20%
3/1/2021,Iron Supplement,Mineral,143.00,$21.49,"$3,073.07",5.00%,0.00,UK,Walmart,0.00%,Mar 2021,0–5%
3/1/2021,Electrolyte Powder,Hydration,155.00,$12.62,"$1,956.10",6.00%,3.00,Canada,Walmart,1.94%,Mar 2021,5–10%
3/8/2021,Whey Protein,Protein,165.00,$30.80,"$5,082.00",24.00%,1.00,UK,Amazon,0.61%,Mar 2021,20–25%
3/8/2021,Vitamin C,Vitamin,139.00,$18.64,"$2,590.96",9.00%,3.00,USA,Amazon,2.16%,Mar 2021,5–10%
3/8/2021,Fish Oil,Omega,154.00,$56.72,"$8,734.88",1.00%,0.00,UK,iHerb,0.00%,Mar 2021,0–5%
3/8/2021,Multivitamin,Vitamin,152.00,$11.98,"$1,820.96",10.00%,2.00,UK,Walmart,1.32%,Mar 2021,5–10%
3/8/2021,Pre-Workout,Performance,157.00,$26.03,"$4,086.71",2.00%,1.00,USA,iHerb,0.64%,Mar 2021,0–5%
3/8/2021,BCAA,Amino Acid,149.00,$48.32,"$7,199.68",12.00%,1.00,UK,Amazon,0.67%,Mar 2021,10–15%
3/8/2021,Creatine,Performance,162.00,$43.65,"$7,071.30",1.00%,2.00,UK,Walmart,1.23%,Mar 2021,0–5%
3/8/2021,Zinc,Mineral,160.00,$21.43,"$3,428.80",22.00%,0.00,UK,iHerb,0.00%,Mar 2021,20–25%
3/8/2021,Collagen Peptides,Protein,159.00,$32.34,"$5,142.06",0.00%,3.00,USA,Amazon,1.89%,Mar 2021,0–5%
3/8/2021,Magnesium,Mineral,145.00,$43.87,"$6,361.15",18.00%,4.00,UK,Amazon,2.76%,Mar 2021,15–20%
3/8/2021,Ashwagandha,Herbal,151.00,$57.69,"$8,711.19",16.00%,1.00,UK,iHerb,0.66%,Mar 2021,15–20%
3/8/2021,Melatonin,Sleep Aid,134.00,$28.11,"$3,766.74",17.00%,1.00,USA,iHerb,0.75%,Mar 2021,15–20%
3/8/2021,Biotin,Vitamin,138.00,$13.03,"$1,798.14",10.00%,1.00,USA,iHerb,0.72%,Mar 2021,5–10%
3/8/2021,Green Tea Extract,Fat Burner,148.00,$51.40,"$7,607.20",19.00%,0.00,UK,Amazon,0.00%,Mar 2021,15–20%
3/8/2021,Iron Supplement,Mineral,138.00,$56.74,"$7,830.12",21.00%,3.00,USA,iHerb,2.17%,Mar 2021,20–25%
3/8/2021,Electrolyte Powder,Hydration,143.00,$33.54,"$4,796.22",4.00%,0.00,Canada,iHerb,0.00%,Mar 2021,0–5%
3/15/2021,Whey Protein,Protein,177.00,$22.00,"$3,894.00",2.00%,4.00,USA,Amazon,2.26%,Mar 2021,0–5%
3/15/2021,Vitamin C,Vitamin,153.00,$55.58,"$8,503.74",9.00%,2.00,UK,Walmart,1.31%,Mar 2021,5–10%
3/15/2021,Fish Oil,Omega,118.00,$51.56,"$6,084.08",19.00%,1.00,Canada,iHerb,0.85%,Mar 2021,15–20%
3/15/2021,Multivitamin,Vitamin,146.00,$10.01,"$1,461.46",6.00%,0.00,USA,iHerb,0.00%,Mar 2021,5–10%
3/15/2021,Pre-Workout,Performance,141.00,$23.98,"$3,381.18",5.00%,1.00,Canada,Walmart,0.71%,Mar 2021,0–5%
3/15/2021,BCAA,Amino Acid,166.00,$13.93,"$2,312.38",9.00%,2.00,UK,iHerb,1.20%,Mar 2021,5–10%
3/15/2021,Creatine,Performance,152.00,$57.98,"$8,812.96",20.00%,2.00,USA,Amazon,1.32%,Mar 2021,15–20%
3/15/2021,Zinc,Mineral,150.00,$59.22,"$8,883.00",10.00%,0.00,Canada,iHerb,0.00%,Mar 2021,5–10%
3/15/2021,Collagen Peptides,Protein,156.00,$39.29,"$6,129.24",15.00%,1.00,UK,Walmart,0.64%,Mar 2021,10–15%
3/15/2021,Magnesium,Mineral,164.00,$32.43,"$5,318.52",13.00%,2.00,Canada,Amazon,1.22%,Mar 2021,10–15%
3/15/2021,Ashwagandha,Herbal,161.00,$42.30,"$6,810.30",4.00%,4.00,UK,Amazon,2.48%,Mar 2021,0–5%
3/15/2021,Melatonin,Sleep Aid,146.00,$11.02,"$1,608.92",5.00%,1.00,Canada,Amazon,0.68%,Mar 2021,0–5%
3/15/2021,Biotin,Vitamin,167.00,$56.49,"$9,433.83",12.00%,1.00,USA,iHerb,0.60%,Mar 2021,10–15%
3/15/2021,Green Tea Extract,Fat Burner,133.00,$22.35,"$2,972.55",22.00%,3.00,UK,Walmart,2.26%,Mar 2021,20–25%
3/15/2021,Iron Supplement,Mineral,176.00,$43.85,"$7,717.60",19.00%,0.00,UK,Amazon,0.00%,Mar 2021,15–20%
3/15/2021,Electrolyte Powder,Hydration,154.00,$34.88,"$5,371.52",4.00%,0.00,Canada,iHerb,0.00%,Mar 2021,0–5%
3/22/2021,Whey Protein,Protein,145.00,$41.16,"$5,968.20",2.00%,1.00,UK,Walmart,0.69%,Mar 2021,0–5%
3/22/2021,Vitamin C,Vitamin,137.00,$41.87,"$5,736.19",14.00%,2.00,USA,Walmart,1.46%,Mar 2021,10–15%
3/22/2021,Fish Oil,Omega,144.00,$31.64,"$4,556.16",12.00%,2.00,UK,Amazon,1.39%,Mar 2021,10–15%
3/22/2021,Multivitamin,Vitamin,154.00,$14.29,"$2,200.66",2.00%,3.00,UK,Walmart,1.95%,Mar 2021,0–5%
3/22/2021,Pre-Workout,Performance,157.00,$27.84,"$4,370.88",15.00%,3.00,UK,Amazon,1.91%,Mar 2021,10–15%
3/22/2021,BCAA,Amino Acid,120.00,$54.49,"$6,538.80",0.00%,0.00,UK,Walmart,0.00%,Mar 2021,0–5%
3/22/2021,Creatine,Performance,141.00,$11.41,"$1,608.81",6.00%,3.00,Canada,Walmart,2.13%,Mar 2021,5–10%
3/22/2021,Zinc,Mineral,147.00,$55.91,"$8,218.77",10.00%,0.00,Canada,Amazon,0.00%,Mar 2021,5–10%
3/22/2021,Collagen Peptides,Protein,151.00,$50.22,"$7,583.22",2.00%,2.00,USA,Amazon,1.32%,Mar 2021,0–5%
3/22/2021,Magnesium,Mineral,152.00,$16.12,"$2,450.24",13.00%,3.00,UK,Walmart,1.97%,Mar 2021,10–15%
3/22/2021,Ashwagandha,Herbal,147.00,$13.52,"$1,987.44",7.00%,1.00,UK,iHerb,0.68%,Mar 2021,5–10%
3/22/2021,Melatonin,Sleep Aid,176.00,$33.04,"$5,815.04",17.00%,0.00,Canada,iHerb,0.00%,Mar 2021,15–20%
3/22/2021,Biotin,Vitamin,149.00,$53.34,"$7,947.66",16.00%,2.00,UK,Walmart,1.34%,Mar 2021,15–20%
3/22/2021,Green Tea Extract,Fat Burner,134.00,$16.63,"$2,228.42",19.00%,1.00,Canada,Amazon,0.75%,Mar 2021,15–20%
3/22/2021,Iron Supplement,Mineral,173.00,$47.69,"$8,250.37",5.00%,1.00,UK,iHerb,0.58%,Mar 2021,0–5%
3/22/2021,Electrolyte Powder,Hydration,154.00,$15.20,"$2,340.80",24.00%,3.00,USA,Amazon,1.95%,Mar 2021,20–25%
3/29/2021,Whey Protein,Protein,141.00,$35.92,"$5,064.72",12.00%,1.00,Canada,Amazon,0.71%,Mar 2021,10–15%
3/29/2021,Vitamin C,Vitamin,153.00,$30.55,"$4,674.15",16.00%,2.00,Canada,Walmart,1.31%,Mar 2021,15–20%
3/29/2021,Fish Oil,Omega,158.00,$52.99,"$8,372.42",11.00%,1.00,USA,Amazon,0.63%,Mar 2021,10–15%
3/29/2021,Multivitamin,Vitamin,140.00,$54.34,"$7,607.60",9.00%,2.00,UK,Walmart,1.43%,Mar 2021,5–10%
3/29/2021,Pre-Workout,Performance,131.00,$59.58,"$7,804.98",19.00%,0.00,UK,Walmart,0.00%,Mar 2021,15–20%
3/29/2021,BCAA,Amino Acid,150.00,$30.48,"$4,572.00",20.00%,2.00,UK,iHerb,1.33%,Mar 2021,15–20%
3/29/2021,Creatine,Performance,140.00,$39.63,"$5,548.20",9.00%,1.00,USA,iHerb,0.71%,Mar 2021,5–10%
3/29/2021,Zinc,Mineral,154.00,$34.32,"$5,285.28",13.00%,0.00,UK,Amazon,0.00%,Mar 2021,10–15%
3/29/2021,Collagen Peptides,Protein,162.00,$16.55,"$2,681.10",19.00%,4.00,Canada,Walmart,2.47%,Mar 2021,15–20%
3/29/2021,Magnesium,Mineral,177.00,$16.78,"$2,970.06",13.00%,0.00,USA,iHerb,0.00%,Mar 2021,10–15%
3/29/2021,Ashwagandha,Herbal,173.00,$22.64,"$3,916.72",10.00%,1.00,Canada,Walmart,0.58%,Mar 2021,5–10%
3/29/2021,Melatonin,Sleep Aid,161.00,$18.54,"$2,984.94",7.00%,1.00,UK,iHerb,0.62%,Mar 2021,5–10%
3/29/2021,Biotin,Vitamin,135.00,$38.29,"$5,169.15",18.00%,3.00,UK,iHerb,2.22%,Mar 2021,15–20%
3/29/2021,Green Tea Extract,Fat Burner,140.00,$25.11,"$3,515.40",22.00%,4.00,USA,iHerb,2.86%,Mar 2021,20–25%
3/29/2021,Iron Supplement,Mineral,165.00,$57.37,"$9,466.05",11.00%,0.00,UK,iHerb,0.00%,Mar 2021,10–15%
3/29/2021,Electrolyte Powder,Hydration,148.00,$37.19,"$5,504.12",8.00%,1.00,USA,Amazon,0.68%,Mar 2021,5–10%
4/5/2021,Whey Protein,Protein,154.00,$43.10,"$6,637.40",11.00%,3.00,UK,Amazon,1.95%,Apr 2021,10–15%
4/5/2021,Vitamin C,Vitamin,169.00,$36.60,"$6,185.40",7.00%,0.00,Canada,iHerb,0.00%,Apr 2021,5–10%
4/5/2021,Fish Oil,Omega,156.00,$18.15,"$2,831.40",20.00%,3.00,UK,Amazon,1.92%,Apr 2021,15–20%
4/5/2021,Multivitamin,Vitamin,170.00,$55.20,"$9,384.00",8.00%,2.00,Canada,Amazon,1.18%,Apr 2021,5–10%
4/5/2021,Pre-Workout,Performance,123.00,$46.02,"$5,660.46",11.00%,0.00,UK,Amazon,0.00%,Apr 2021,10–15%
4/5/2021,BCAA,Amino Acid,138.00,$10.02,"$1,382.76",20.00%,0.00,Canada,Walmart,0.00%,Apr 2021,15–20%
4/5/2021,Creatine,Performance,138.00,$34.24,"$4,725.12",9.00%,1.00,Canada,Walmart,0.72%,Apr 2021,5–10%
4/5/2021,Zinc,Mineral,166.00,$14.73,"$2,445.18",19.00%,2.00,USA,iHerb,1.20%,Apr 2021,15–20%
4/5/2021,Collagen Peptides,Protein,152.00,$17.02,"$2,587.04",16.00%,0.00,Canada,iHerb,0.00%,Apr 2021,15–20%
4/5/2021,Magnesium,Mineral,150.00,$24.18,"$3,627.00",24.00%,3.00,UK,iHerb,2.00%,Apr 2021,20–25%
4/5/2021,Ashwagandha,Herbal,158.00,$15.31,"$2,418.98",12.00%,0.00,Canada,Amazon,0.00%,Apr 2021,10–15%
4/5/2021,Melatonin,Sleep Aid,149.00,$41.97,"$6,253.53",3.00%,1.00,Canada,iHerb,0.67%,Apr 2021,0–5%
4/5/2021,Biotin,Vitamin,142.00,$12.03,"$1,708.26",23.00%,3.00,UK,Amazon,2.11%,Apr 2021,20–25%
4/5/2021,Green Tea Extract,Fat Burner,142.00,$11.56,"$1,641.52",24.00%,1.00,UK,Amazon,0.70%,Apr 2021,20–25%
4/5/2021,Iron Supplement,Mineral,143.00,$13.32,"$1,904.76",25.00%,0.00,Canada,iHerb,0.00%,Apr 2021,20–25%
4/5/2021,Electrolyte Powder,Hydration,156.00,$57.45,"$8,962.20",6.00%,1.00,Canada,Amazon,0.64%,Apr 2021,5–10%
4/12/2021,Whey Protein,Protein,149.00,$13.40,"$1,996.60",5.00%,0.00,USA,iHerb,0.00%,Apr 2021,0–5%
4/12/2021,Vitamin C,Vitamin,159.00,$38.67,"$6,148.53",5.00%,3.00,USA,iHerb,1.89%,Apr 2021,0–5%
4/12/2021,Fish Oil,Omega,175.00,$27.62,"$4,833.50",6.00%,0.00,Canada,iHerb,0.00%,Apr 2021,5–10%
4/12/2021,Multivitamin,Vitamin,141.00,$36.68,"$5,171.88",24.00%,1.00,UK,Amazon,0.71%,Apr 2021,20–25%
4/12/2021,Pre-Workout,Performance,157.00,$35.63,"$5,593.91",7.00%,1.00,Canada,Walmart,0.64%,Apr 2021,5–10%
4/12/2021,BCAA,Amino Acid,149.00,$57.03,"$8,497.47",8.00%,0.00,UK,Walmart,0.00%,Apr 2021,5–10%
4/12/2021,Creatine,Performance,150.00,$18.42,"$2,763.00",19.00%,5.00,Canada,iHerb,3.33%,Apr 2021,15–20%
4/12/2021,Zinc,Mineral,176.00,$53.77,"$9,463.52",18.00%,1.00,USA,iHerb,0.57%,Apr 2021,15–20%
4/12/2021,Collagen Peptides,Protein,151.00,$34.01,"$5,135.51",9.00%,1.00,Canada,Amazon,0.66%,Apr 2021,5–10%
4/12/2021,Magnesium,Mineral,153.00,$55.05,"$8,422.65",17.00%,2.00,USA,iHerb,1.31%,Apr 2021,15–20%
4/12/2021,Ashwagandha,Herbal,131.00,$16.05,"$2,102.55",2.00%,1.00,UK,Walmart,0.76%,Apr 2021,0–5%
4/12/2021,Melatonin,Sleep Aid,146.00,$14.46,"$2,111.16",11.00%,0.00,Canada,Walmart,0.00%,Apr 2021,10–15%
4/12/2021,Biotin,Vitamin,157.00,$14.74,"$2,314.18",24.00%,1.00,Canada,Walmart,0.64%,Apr 2021,20–25%
4/12/2021,Green Tea Extract,Fat Burner,147.00,$11.23,"$1,650.81",20.00%,1.00,Canada,Walmart,0.68%,Apr 2021,15–20%
4/12/2021,Iron Supplement,Mineral,142.00,$18.12,"$2,573.04",22.00%,2.00,UK,Walmart,1.41%,Apr 2021,20–25%
4/12/2021,Electrolyte Powder,Hydration,140.00,$44.53,"$6,234.20",14.00%,1.00,USA,Amazon,0.71%,Apr 2021,10–15%
4/19/2021,Whey Protein,Protein,145.00,$43.48,"$6,304.60",24.00%,0.00,Canada,Walmart,0.00%,Apr 2021,20–25%
4/19/2021,Vitamin C,Vitamin,153.00,$32.33,"$4,946.49",6.00%,3.00,USA,Amazon,1.96%,Apr 2021,5–10%
4/19/2021,Fish Oil,Omega,149.00,$25.24,"$3,760.76",5.00%,0.00,USA,iHerb,0.00%,Apr 2021,0–5%
4/19/2021,Multivitamin,Vitamin,158.00,$44.50,"$7,031.00",10.00%,1.00,USA,Walmart,0.63%,Apr 2021,5–10%
4/19/2021,Pre-Workout,Performance,149.00,$15.03,"$2,239.47",8.00%,2.00,Canada,Amazon,1.34%,Apr 2021,5–10%
4/19/2021,BCAA,Amino Acid,156.00,$33.01,"$5,149.56",5.00%,1.00,UK,Walmart,0.64%,Apr 2021,0–5%
4/19/2021,Creatine,Performance,139.00,$23.98,"$3,333.22",3.00%,2.00,USA,iHerb,1.44%,Apr 2021,0–5%
4/19/2021,Zinc,Mineral,128.00,$42.24,"$5,406.72",8.00%,2.00,UK,iHerb,1.56%,Apr 2021,5–10%
4/19/2021,Collagen Peptides,Protein,152.00,$42.54,"$6,466.08",3.00%,1.00,USA,Walmart,0.66%,Apr 2021,0–5%
4/19/2021,Magnesium,Mineral,148.00,$40.20,"$5,949.60",22.00%,6.00,UK,Amazon,4.05%,Apr 2021,20–25%
4/19/2021,Ashwagandha,Herbal,154.00,$21.26,"$3,274.04",6.00%,1.00,UK,Walmart,0.65%,Apr 2021,5–10%
4/19/2021,Melatonin,Sleep Aid,145.00,$28.41,"$4,119.45",9.00%,1.00,Canada,iHerb,0.69%,Apr 2021,5–10%
4/19/2021,Biotin,Vitamin,164.00,$40.71,"$6,676.44",8.00%,3.00,USA,iHerb,1.83%,Apr 2021,5–10%
4/19/2021,Green Tea Extract,Fat Burner,150.00,$34.86,"$5,229.00",17.00%,0.00,Canada,Walmart,0.00%,Apr 2021,15–20%
4/19/2021,Iron Supplement,Mineral,166.00,$27.15,"$4,506.90",3.00%,1.00,UK,Amazon,0.60%,Apr 2021,0–5%
4/19/2021,Electrolyte Powder,Hydration,150.00,$43.93,"$6,589.50",11.00%,4.00,UK,Walmart,2.67%,Apr 2021,10–15%
4/26/2021,Whey Protein,Protein,153.00,$15.47,"$2,366.91",10.00%,1.00,USA,Amazon,0.65%,Apr 2021,5–10%
4/26/2021,Vitamin C,Vitamin,152.00,$13.92,"$2,115.84",2.00%,3.00,Canada,iHerb,1.97%,Apr 2021,0–5%
4/26/2021,Fish Oil,Omega,139.00,$37.14,"$5,162.46",21.00%,0.00,Canada,Walmart,0.00%,Apr 2021,20–25%
4/26/2021,Multivitamin,Vitamin,134.00,$57.32,"$7,680.88",10.00%,1.00,UK,iHerb,0.75%,Apr 2021,5–10%
4/26/2021,Pre-Workout,Performance,154.00,$51.85,"$7,984.90",25.00%,0.00,UK,Amazon,0.00%,Apr 2021,20–25%
4/26/2021,BCAA,Amino Acid,133.00,$51.03,"$6,786.99",7.00%,0.00,USA,Walmart,0.00%,Apr 2021,5–10%
4/26/2021,Creatine,Performance,161.00,$28.47,"$4,583.67",13.00%,2.00,Canada,Walmart,1.24%,Apr 2021,10–15%
4/26/2021,Zinc,Mineral,158.00,$40.63,"$6,419.54",15.00%,2.00,Canada,Amazon,1.27%,Apr 2021,10–15%
4/26/2021,Collagen Peptides,Protein,155.00,$14.23,"$2,205.65",3.00%,1.00,UK,Amazon,0.65%,Apr 2021,0–5%
4/26/2021,Magnesium,Mineral,150.00,$45.06,"$6,759.00",20.00%,1.00,Canada,iHerb,0.67%,Apr 2021,15–20%
4/26/2021,Ashwagandha,Herbal,147.00,$19.59,"$2,879.73",2.00%,2.00,UK,Walmart,1.36%,Apr 2021,0–5%
4/26/2021,Melatonin,Sleep Aid,141.00,$45.20,"$6,373.20",24.00%,1.00,UK,Amazon,0.71%,Apr 2021,20–25%
4/26/2021,Biotin,Vitamin,156.00,$41.53,"$6,478.68",11.00%,0.00,Canada,Walmart,0.00%,Apr 2021,10–15%
4/26/2021,Green Tea Extract,Fat Burner,150.00,$50.53,"$7,579.50",18.00%,2.00,Canada,Walmart,1.33%,Apr 2021,15–20%
4/26/2021,Iron Supplement,Mineral,133.00,$35.02,"$4,657.66",22.00%,3.00,UK,Walmart,2.26%,Apr 2021,20–25%
4/26/2021,Electrolyte Powder,Hydration,151.00,$47.32,"$7,145.32",0.00%,0.00,UK,iHerb,0.00%,Apr 2021,0–5%
5/3/2021,Whey Protein,Protein,153.00,$55.83,"$8,541.99",18.00%,2.00,UK,Amazon,1.31%,May 2021,15–20%
5/3/2021,Vitamin C,Vitamin,146.00,$16.01,"$2,337.46",13.00%,2.00,UK,Amazon,1.37%,May 2021,10–15%
5/3/2021,Fish Oil,Omega,147.00,$36.09,"$5,305.23",2.00%,0.00,USA,Walmart,0.00%,May 2021,0–5%
5/3/2021,Multivitamin,Vitamin,164.00,$54.74,"$8,977.36",3.00%,5.00,Canada,Amazon,3.05%,May 2021,0–5%
5/3/2021,Pre-Workout,Performance,139.00,$59.87,"$8,321.93",7.00%,2.00,USA,Walmart,1.44%,May 2021,5–10%
5/3/2021,BCAA,Amino Acid,137.00,$55.20,"$7,562.40",8.00%,2.00,UK,iHerb,1.46%,May 2021,5–10%
5/3/2021,Creatine,Performance,138.00,$26.82,"$3,701.16",5.00%,1.00,Canada,Walmart,0.72%,May 2021,0–5%
5/3/2021,Zinc,Mineral,146.00,$32.42,"$4,733.32",8.00%,2.00,USA,iHerb,1.37%,May 2021,5–10%
5/3/2021,Collagen Peptides,Protein,165.00,$17.86,"$2,946.90",17.00%,2.00,UK,Amazon,1.21%,May 2021,15–20%
5/3/2021,Magnesium,Mineral,155.00,$32.02,"$4,963.10",23.00%,2.00,USA,Walmart,1.29%,May 2021,20–25%
5/3/2021,Ashwagandha,Herbal,150.00,$26.28,"$3,942.00",25.00%,2.00,UK,Walmart,1.33%,May 2021,20–25%
5/3/2021,Melatonin,Sleep Aid,120.00,$41.17,"$4,940.40",1.00%,0.00,Canada,Amazon,0.00%,May 2021,0–5%
5/3/2021,Biotin,Vitamin,148.00,$31.91,"$4,722.68",7.00%,0.00,USA,Amazon,0.00%,May 2021,5–10%
5/3/2021,Green Tea Extract,Fat Burner,157.00,$20.01,"$3,141.57",8.00%,2.00,UK,Amazon,1.27%,May 2021,5–10%
5/3/2021,Iron Supplement,Mineral,128.00,$13.66,"$1,748.48",20.00%,2.00,USA,Amazon,1.56%,May 2021,15–20%
5/3/2021,Electrolyte Powder,Hydration,160.00,$43.47,"$6,955.20",12.00%,2.00,USA,Walmart,1.25%,May 2021,10–15%
5/10/2021,Whey Protein,Protein,161.00,$27.88,"$4,488.68",7.00%,2.00,USA,Walmart,1.24%,May 2021,5–10%
5/10/2021,Vitamin C,Vitamin,157.00,$27.12,"$4,257.84",19.00%,2.00,USA,iHerb,1.27%,May 2021,15–20%
5/10/2021,Fish Oil,Omega,167.00,$35.88,"$5,991.96",14.00%,2.00,UK,Amazon,1.20%,May 2021,10–15%
5/10/2021,Multivitamin,Vitamin,184.00,$12.67,"$2,331.28",23.00%,2.00,USA,iHerb,1.09%,May 2021,20–25%
5/10/2021,Pre-Workout,Performance,154.00,$14.68,"$2,260.72",19.00%,2.00,UK,Walmart,1.30%,May 2021,15–20%
5/10/2021,BCAA,Amino Acid,143.00,$51.89,"$7,420.27",2.00%,3.00,USA,iHerb,2.10%,May 2021,0–5%
5/10/2021,Creatine,Performance,141.00,$56.80,"$8,008.80",17.00%,1.00,UK,Amazon,0.71%,May 2021,15–20%
5/10/2021,Zinc,Mineral,157.00,$23.86,"$3,746.02",25.00%,2.00,Canada,Amazon,1.27%,May 2021,20–25%
5/10/2021,Collagen Peptides,Protein,155.00,$12.46,"$1,931.30",1.00%,2.00,Canada,Walmart,1.29%,May 2021,0–5%
5/10/2021,Magnesium,Mineral,160.00,$52.04,"$8,326.40",1.00%,1.00,Canada,Amazon,0.63%,May 2021,0–5%
5/10/2021,Ashwagandha,Herbal,140.00,$13.62,"$1,906.80",24.00%,0.00,UK,iHerb,0.00%,May 2021,20–25%
5/10/2021,Melatonin,Sleep Aid,171.00,$59.28,"$10,136.88",14.00%,4.00,Canada,iHerb,2.34%,May 2021,10–15%
5/10/2021,Biotin,Vitamin,169.00,$14.81,"$2,502.89",11.00%,4.00,USA,Walmart,2.37%,May 2021,10–15%
5/10/2021,Green Tea Extract,Fat Burner,151.00,$17.06,"$2,576.06",0.00%,3.00,Canada,iHerb,1.99%,May 2021,0–5%
5/10/2021,Iron Supplement,Mineral,130.00,$55.73,"$7,244.90",5.00%,2.00,Canada,Walmart,1.54%,May 2021,0–5%
5/10/2021,Electrolyte Powder,Hydration,129.00,$18.20,"$2,347.80",18.00%,1.00,UK,Amazon,0.78%,May 2021,15–20%
5/17/2021,Whey Protein,Protein,149.00,$18.56,"$2,765.44",19.00%,1.00,UK,Walmart,0.67%,May 2021,15–20%
5/17/2021,Vitamin C,Vitamin,156.00,$44.41,"$6,927.96",3.00%,1.00,Canada,Walmart,0.64%,May 2021,0–5%
5/17/2021,Fish Oil,Omega,140.00,$23.10,"$3,234.00",22.00%,3.00,UK,Walmart,2.14%,May 2021,20–25%
5/17/2021,Multivitamin,Vitamin,138.00,$14.39,"$1,985.82",10.00%,2.00,UK,Amazon,1.45%,May 2021,5–10%
5/17/2021,Pre-Workout,Performance,156.00,$24.13,"$3,764.28",9.00%,0.00,UK,iHerb,0.00%,May 2021,5–10%
5/17/2021,BCAA,Amino Acid,158.00,$45.44,"$7,179.52",6.00%,1.00,Canada,Walmart,0.63%,May 2021,5–10%
5/17/2021,Creatine,Performance,144.00,$27.05,"$3,895.20",20.00%,3.00,Canada,iHerb,2.08%,May 2021,15–20%
5/17/2021,Zinc,Mineral,151.00,$11.54,"$1,742.54",22.00%,0.00,UK,iHerb,0.00%,May 2021,20–25%
5/17/2021,Collagen Peptides,Protein,176.00,$27.10,"$4,769.60",23.00%,0.00,UK,Walmart,0.00%,May 2021,20–25%
5/17/2021,Magnesium,Mineral,153.00,$20.97,"$3,208.41",11.00%,2.00,UK,Walmart,1.31%,May 2021,10–15%
5/17/2021,Ashwagandha,Herbal,158.00,$56.84,"$8,980.72",4.00%,1.00,USA,Walmart,0.63%,May 2021,0–5%
5/17/2021,Melatonin,Sleep Aid,141.00,$16.15,"$2,277.15",25.00%,1.00,UK,iHerb,0.71%,May 2021,20–25%
5/17/2021,Biotin,Vitamin,133.00,$45.97,"$6,114.01",21.00%,0.00,Canada,Walmart,0.00%,May 2021,20–25%
5/17/2021,Green Tea Extract,Fat Burner,124.00,$31.58,"$3,915.92",6.00%,1.00,USA,Amazon,0.81%,May 2021,5–10%
5/17/2021,Iron Supplement,Mineral,141.00,$55.30,"$7,797.30",14.00%,1.00,USA,Amazon,0.71%,May 2021,10–15%
5/17/2021,Electrolyte Powder,Hydration,146.00,$46.38,"$6,771.48",11.00%,3.00,Canada,iHerb,2.05%,May 2021,10–15%
5/24/2021,Whey Protein,Protein,176.00,$38.03,"$6,693.28",2.00%,1.00,UK,Walmart,0.57%,May 2021,0–5%
5/24/2021,Vitamin C,Vitamin,147.00,$53.83,"$7,913.01",4.00%,1.00,USA,Amazon,0.68%,May 2021,0–5%
5/24/2021,Fish Oil,Omega,154.00,$29.15,"$4,489.10",22.00%,2.00,Canada,iHerb,1.30%,May 2021,20–25%
5/24/2021,Multivitamin,Vitamin,148.00,$33.23,"$4,918.04",21.00%,2.00,UK,Amazon,1.35%,May 2021,20–25%
5/24/2021,Pre-Workout,Performance,163.00,$15.92,"$2,594.96",0.00%,1.00,Canada,Walmart,0.61%,May 2021,0–5%
5/24/2021,BCAA,Amino Acid,157.00,$24.79,"$3,892.03",12.00%,1.00,USA,Amazon,0.64%,May 2021,10–15%
5/24/2021,Creatine,Performance,147.00,$16.82,"$2,472.54",5.00%,0.00,USA,Walmart,0.00%,May 2021,0–5%
5/24/2021,Zinc,Mineral,138.00,$41.36,"$5,707.68",8.00%,4.00,USA,iHerb,2.90%,May 2021,5–10%
5/24/2021,Collagen Peptides,Protein,138.00,$27.89,"$3,848.82",0.00%,3.00,USA,Amazon,2.17%,May 2021,0–5%
5/24/2021,Magnesium,Mineral,168.00,$37.18,"$6,246.24",16.00%,1.00,Canada,Walmart,0.60%,May 2021,15–20%
5/24/2021,Ashwagandha,Herbal,155.00,$12.70,"$1,968.50",11.00%,2.00,UK,iHerb,1.29%,May 2021,10–15%
5/24/2021,Melatonin,Sleep Aid,167.00,$51.13,"$8,538.71",5.00%,1.00,Canada,iHerb,0.60%,May 2021,0–5%
5/24/2021,Biotin,Vitamin,143.00,$17.52,"$2,505.36",13.00%,2.00,UK,iHerb,1.40%,May 2021,10–15%
5/24/2021,Green Tea Extract,Fat Burner,148.00,$52.44,"$7,761.12",18.00%,1.00,USA,iHerb,0.68%,May 2021,15–20%
5/24/2021,Iron Supplement,Mineral,141.00,$38.85,"$5,477.85",6.00%,1.00,Canada,Amazon,0.71%,May 2021,5–10%
